数据来源部门,业务域,表英文名称,表中文名称,字段英文名称,字段中文名称,字段说明,字段类型,字段长度,是否主键,是否外键,外键关联字段,来源表的英文名称,来源表的中文名称,来源字段的英文名称,来源字段的中文名称,备注
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,itemdesc,指标分项名称,,text,65535,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,itemdesc,指标分项---------------名称,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,itemratio,100---------------已废弃,,"decimal(6,2)",,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,itemratio,100---------------已废弃,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,standardmark,指标分项分值,,"decimal(6,2)",,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,standardmark,指标分项---------------分值,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,itemclasscode,公式分类编码,,varchar(160),160,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,itemclasscode,公式分类编码,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,formulatext,得分公式,,text,65535,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,formulatext,得分公式,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,formulacode,公式编码,,varchar(160),160,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,formulacode,公式编码,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,zf,指标类别总分,,"decimal(11,2)",,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,zf,指标类别-----总分,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,qz,指标类别权重,,"decimal(10,2)",,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,qz,指标类别-----权重,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,classorderno,指标类别序号,,varchar(80),80,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,classorderno,指标类别-----序号,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,itemnameorderno,指标项序号,,varchar(80),80,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,itemnameorderno,指标项----------序号,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,pfbz,指标分项打分标准,,text,65535,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,pfbz,指标分项---------------打分标准,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,ls,最低分值,,"decimal(10,2)",,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,ls,最低分值,新增
供应链管理部,供应链管理,dwd_gyl_ztb_tech_checkitem,招标商务评审考核项,lastutd,最后更新日期,,datetime,,,,,ods_cg_ztb_tech_checkitem,招标商务评审考核项,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,id,主键,,bigint(32),,PK,,,ods_cg_cg_yjxx,预警信息表,ID,主键,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,yjlxid,预警类型唯一标识,,varchar(32),32,,,,ods_cg_cg_yjxx,预警信息表,YJLXID,预警类型唯一标识,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,yjfs,预警方式,,varchar(1),1,,,,ods_cg_cg_yjxx,预警信息表,YJFS,预警方式,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,yjjb,预警级别,,varchar(1),1,,,,ods_cg_cg_yjxx,预警信息表,YJJB,预警级别,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zbbm,招标编码,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,ZBBM,招标编码,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zbbh,招标编号,,varchar(80),80,,,,ods_cg_cg_yjxx,预警信息表,ZBBH,招标编号,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zbmc,招标名称,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,ZBMC,招标名称,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zbzdrbm,招标制单人编码,,varchar(32),32,,,,ods_cg_cg_yjxx,预警信息表,ZBZDRBM,招标制单人编码,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zbzdrmc,招标制单人名称,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,ZBZDRMC,招标制单人名称,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zbzdrdwbm,招标制单人单位编码,,varchar(32),32,,,,ods_cg_cg_yjxx,预警信息表,ZBZDRDWBM,招标制单人单位编码,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zbzdrdwmc,招标制单人单位名称,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,ZBZDRDWMC,招标制单人单位名称,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,yjsj,预警时间,,datetime,,,,,ods_cg_cg_yjxx,预警信息表,YJSJ,预警时间,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,jssjsj,接收数据时间,,datetime,,,,,ods_cg_cg_yjxx,预警信息表,JSSJSJ,接收数据时间,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zt,状态,,varchar(1),1,,,,ods_cg_cg_yjxx,预警信息表,ZT,状态,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,yjnr,预警内容,,text,,,,,ods_cg_cg_yjxx,预警信息表,YJNR,预警内容,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,ys,要素,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,YS,要素,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,type,类型,禁业经营-评审专家-围标串标,varchar(50),50,,,,ods_cg_cg_yjxx,预警信息表,TYPE,类型:禁业经营-评审专家-围标串标,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,waring_value,阈值,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,WARING_VALUE,阈值,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,sign,体征,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,SIGN,体征,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,error_cause,异常原因,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,ERROR_CAUSE,异常原因,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,treatment,处置措施,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,TREATMENT,处置措施,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,dynamic_field,动态字段,,text,,,,,ods_cg_cg_yjxx,预警信息表,DYNAMIC_FIELD,动态字段,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,dynamic_field_value,动态字段值,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,DYNAMIC_FIELD_VALUE,动态字段值,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,send_status,发送状态,,varchar(10),10,,,,ods_cg_cg_yjxx,预警信息表,SEND_STATUS,发送状态,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,yjxx_id,采购回调ID,,varchar(32),32,,,,ods_cg_cg_yjxx,预警信息表,YJXX_ID,采购回调ID,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,correlation_company,相关单位,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,CORRELATION_COMPANY,相关单位,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,output_field,输出字段,,text,,,,,ods_cg_cg_yjxx,预警信息表,OUTPUT_FIELD,输出字段,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,yjnr_former,预警内容-旧版的,,varchar(255),255,,,,ods_cg_cg_yjxx,预警信息表,YJNR_FORMER,预警内容-旧版的,
供应链管理部,供应链管理,dwd_gyl_cg_yjxx,预警信息表,zgqybm,直管企业编码,,varchar(3),3,,,,ods_cg_cg_yjxx,预警信息表,ZGQYBM,直管企业编码,
供应链管理部,供应链管理,dwd_gyl_jbpm_processdefinition,,id_,,,bigint(20),,PK,,,ods_cg_jbpm_processdefinition,,id_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_processdefinition,,class_,,,char(1),1,,,,ods_cg_jbpm_processdefinition,,class_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_processdefinition,,name_,,,varchar(160),160,,,,ods_cg_jbpm_processdefinition,,name_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_processdefinition,,description_,,,text,65535,,,,ods_cg_jbpm_processdefinition,,description_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_processdefinition,,version_,,,"decimal(10,0)",,,,,ods_cg_jbpm_processdefinition,,version_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_processdefinition,,isterminationimplicit_,,,"decimal(1,0)",,,,,ods_cg_jbpm_processdefinition,,isterminationimplicit_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_processdefinition,,startstate_,,,bigint(20),,,,,ods_cg_jbpm_processdefinition,,startstate_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,id_,,,bigint(20),,PK,,,ods_cg_jbpm_task,,id_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,name_,,,varchar(160),160,,,,ods_cg_jbpm_task,,name_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,description_,,,text,65535,,,,ods_cg_jbpm_task,,description_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,processdefinition_,,,bigint(20),,,,,ods_cg_jbpm_task,,processdefinition_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,isblocking_,,,"decimal(1,0)",,,,,ods_cg_jbpm_task,,isblocking_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,issignalling_,,,"decimal(1,0)",,,,,ods_cg_jbpm_task,,issignalling_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,condition_,,,text,65535,,,,ods_cg_jbpm_task,,condition_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,duedate_,,,text,65535,,,,ods_cg_jbpm_task,,duedate_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,priority_,,,"decimal(10,0)",,,,,ods_cg_jbpm_task,,priority_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,actoridexpression_,,,text,65535,,,,ods_cg_jbpm_task,,actoridexpression_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,pooledactorsexpression_,,,varchar(160),160,,,,ods_cg_jbpm_task,,pooledactorsexpression_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,taskmgmtdefinition_,,,bigint(20),,,,,ods_cg_jbpm_task,,taskmgmtdefinition_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,tasknode_,,,bigint(20),,,,,ods_cg_jbpm_task,,tasknode_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,startstate_,,,bigint(20),,,,,ods_cg_jbpm_task,,startstate_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,assignmentdelegation_,,,bigint(20),,,,,ods_cg_jbpm_task,,assignmentdelegation_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,swimlane_,,,bigint(20),,,,,ods_cg_jbpm_task,,swimlane_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_jbpm_task,,taskcontroller_,,,bigint(20),,,,,ods_cg_jbpm_task,,taskcontroller_,,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,mesid,序号,,bigint(20),,PK,,,ods_cg_t_business_object,工作流业务与实际对应表,mesid,序号,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,businessname,业务名称,必须与物理表名相同,varchar(160),160,,,,ods_cg_t_business_object,工作流业务与实际对应表,businessname,业务名称--必须与物理表名相同,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,processdefinition,流程名称,,varchar(160),160,,,,ods_cg_t_business_object,工作流业务与实际对应表,processdefinition,流程名称,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,userflag,在用标志,,char(1),1,,,,ods_cg_t_business_object,工作流业务与实际对应表,userflag,在用标志,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,comments,备注,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,comments,备注,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,changeuser,记录人,,varchar(160),160,,,,ods_cg_t_business_object,工作流业务与实际对应表,changeuser,记录人,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,changeusername,记录人名,,varchar(160),160,,,,ods_cg_t_business_object,工作流业务与实际对应表,changeusername,记录人名,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,changedate,记录日期,,datetime,,,,,ods_cg_t_business_object,工作流业务与实际对应表,changedate,记录日期,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,changedeptid,修改单位,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,changedeptid,修改单位,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,menuid,菜单编码,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,menuid,菜单编码,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,sendsmsflag,是否发送短信,,char(1),1,,,,ods_cg_t_business_object,工作流业务与实际对应表,sendsmsflag,是否发送短信,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,sendsmsinterval,短信间隔,,bigint(20),,,,,ods_cg_t_business_object,工作流业务与实际对应表,sendsmsinterval,短信间隔,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,sendemailflag,是否发送email,,char(1),1,,,,ods_cg_t_business_object,工作流业务与实际对应表,sendemailflag,是否发送email,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,physicaltable,物理表名,,varchar(640),640,,,,ods_cg_t_business_object,工作流业务与实际对应表,physicaltable,物理表名,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,businessdesc,中文名称,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,businessdesc,中文名称,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,djdwbm,使用单位,,varchar(80),80,,,,ods_cg_t_business_object,工作流业务与实际对应表,djdwbm,使用单位,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,appurl,审核地址,,varchar(255),255,,,,ods_cg_t_business_object,工作流业务与实际对应表,appurl,审核地址,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,backurl,回退地址,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,backurl,回退地址,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,sydwbm,使用单位编码,,varchar(80),80,,,,ods_cg_t_business_object,工作流业务与实际对应表,sydwbm,使用单位编码,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,sydwmc,使用单位名称,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,sydwmc,使用单位名称,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,tid,业务单编码,字段，例如招标方案INVITENO,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,tid,业务单编码－字段，例如招标方案INVITENO,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,tname,业务单名称,字段，例如招标方案SCHEMEDESC,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,tname,业务单名称－字段，例如招标方案SCHEMEDESC,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,mailid1,mailaccept_sysmenu-id,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,mailid1,mailaccept_sysmenu-id,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,mailid2,mailaccept_sysmenu-下一级id,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,mailid2,mailaccept_sysmenu-下一级id,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,mdname,模块简称,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,mdname,模块简称,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,description,流程描述,,text,65535,,,,ods_cg_t_business_object,工作流业务与实际对应表,description,流程描述,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,px,排序号,,bigint(20),,,,,ods_cg_t_business_object,工作流业务与实际对应表,px,排序号,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,lcfl1,业务分类1,(T_BUSINESS_OBJECT_MENU表中查看详细),varchar(100),100,,,,ods_cg_t_business_object,工作流业务与实际对应表,lcfl1,业务分类1(T_BUSINESS_OBJECT_MENU表中查看详细),辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,lcfl2,业务分类2,(T_BUSINESS_OBJECT_MENU表中查看详细),varchar(100),100,,,,ods_cg_t_business_object,工作流业务与实际对应表,lcfl2,业务分类2(T_BUSINESS_OBJECT_MENU表中查看详细),辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,lcje,流程金额,(T_BUSINESS_OBJECT_MENU表中查看详细),bigint(20),,,,,ods_cg_t_business_object,工作流业务与实际对应表,lcje,流程金额(T_BUSINESS_OBJECT_MENU表中查看详细),辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_business_object,工作流业务与实际对应表,lastcode,最新序列号,,varchar(100),100,,,,ods_cg_t_business_object,工作流业务与实际对应表,lastcode,最新序列号,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_wh_usergroupmx,用户组明细,t_wh_usergroupmxid,主键ID,,bigint(20),,PK,,,ods_cg_t_wh_usergroupmx,用户组明细,t_wh_usergroupmxid,主键ID,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_wh_usergroupmx,用户组明细,ugroupdm,用户组编码,,varchar(60),60,,,,ods_cg_t_wh_usergroupmx,用户组明细,ugroupdm,用户组编码,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_wh_usergroupmx,用户组明细,uname,人员编码,,varchar(80),80,,,,ods_cg_t_wh_usergroupmx,用户组明细,uname,人员编码,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_wh_usergroupmx,用户组明细,zdrbm,制单人编码,,varchar(80),80,,,,ods_cg_t_wh_usergroupmx,用户组明细,zdrbm,制单人编码,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_wh_usergroupmx,用户组明细,zdrmc,制单人名称,,varchar(80),80,,,,ods_cg_t_wh_usergroupmx,用户组明细,zdrmc,制单人名称,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_wh_usergroupmx,用户组明细,zdsj,制单时间,,datetime,,,,,ods_cg_t_wh_usergroupmx,用户组明细,zdsj,制单时间,辅助筛选
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,id,自增id,,bigint(20),,PK,,,ods_sd_t_address_x,企业地址（工商公示）,id,自增id,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,eid,企业eid,,char(36),36,PK,,,ods_sd_t_address_x,企业地址（工商公示）,eid,企业eid,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,seq_no,序号,,int(11),,,,,ods_sd_t_address_x,企业地址（工商公示）,seq_no,序号,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,address,地址,,varchar(2000),2000,,,,ods_sd_t_address_x,企业地址（工商公示）,address,地址,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,name,地址获取描述,,varchar(255),255,,,,ods_sd_t_address_x,企业地址（工商公示）,name,地址获取描述,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,postcode,邮编,,varchar(255),255,,,,ods_sd_t_address_x,企业地址（工商公示）,postcode,邮编,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,date,获取日期,,varchar(255),255,,,,ods_sd_t_address_x,企业地址（工商公示）,date,获取日期,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,source,地址获取来源,,varchar(255),255,,,,ods_sd_t_address_x,企业地址（工商公示）,source,地址获取来源,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,check_date,核准日期,,varchar(64),64,,,,ods_sd_t_address_x,企业地址（工商公示）,check_date,核准日期,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,update_date,地址变更日期/生效日期,,varchar(255),255,,,,ods_sd_t_address_x,企业地址（工商公示）,update_date,地址变更日期/生效日期,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,row_update_time,db记录变更时间,,datetime,,,,,ods_sd_t_address_x,企业地址（工商公示）,row_update_time,db记录变更时间,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,address_code,地址区域代码,,varchar(20),20,,,,ods_sd_t_address_x,企业地址（工商公示）,address_code,地址区域代码,
供应链管理部,供应链管理,dwd_gyl_t_address_x,企业地址（工商公示）,u_tags,隐藏标记,,varchar(10),10,,,,ods_sd_t_address_x,企业地址（工商公示）,u_tags,隐藏标记,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,_id,object_id,,varchar(50),50,PK,,,ods_sd_t_certificates,资质证书表,_id,object_id,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,eid,企业id,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,eid,企业id,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,ename,企业名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,ename,企业名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,info_type,资质证书类别名称对应数值,,varchar(10),10,,,,ods_sd_t_certificates,资质证书表,info_type,资质证书类别名称对应数值,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,type,资质证书类别名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,type,资质证书类别名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,register_no,证书编号,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,register_no,证书编号,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,valid_end,有效期截止,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,valid_end,有效期截止,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,valid_start,发证日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,valid_start,发证日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,validity_start,有效期起始日,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,validity_start,有效期起始日,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,public_date,公布日期,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,public_date,公布日期,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,state,证书状态,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,state,证书状态,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,province,省市,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,province,省市,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,model,型号/规格,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,model,型号/规格,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,issue_unit,发证机关,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,issue_unit,发证机关,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,description,各类证书的备注,,text,65535,,,,ods_sd_t_certificates,资质证书表,description,各类证书的备注,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,product,产品名称,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,product,产品名称,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,address,住所,,varchar(500),500,,,,ods_sd_t_certificates,资质证书表,address,住所,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,production_address,生产地址,,varchar(500),500,,,,ods_sd_t_certificates,资质证书表,production_address,生产地址,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,attention,说明,,text,65535,,,,ods_sd_t_certificates,资质证书表,attention,说明,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,note,注,,text,65535,,,,ods_sd_t_certificates,资质证书表,note,注,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,level,等级（国家还是省级）,,varchar(20),20,,,,ods_sd_t_certificates,资质证书表,level,等级（国家还是省级）,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,agency_address,仓库地址,,varchar(500),500,,,,ods_sd_t_certificates,资质证书表,agency_address,仓库地址,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,agency_people,法定代表人,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,agency_people,法定代表人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,principal,企业负责人,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,principal,企业负责人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,quality_people,质量负责人,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,quality_people,质量负责人,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,scope,经营范围,,text,65535,,,,ods_sd_t_certificates,资质证书表,scope,经营范围,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,business_type,经营方式,,varchar(255),255,,,,ods_sd_t_certificates,资质证书表,business_type,经营方式,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,industry,行业,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,industry,行业,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,category,企业类别,,varchar(100),100,,,,ods_sd_t_certificates,资质证书表,category,企业类别,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,annul_production,矿井核定生产能力（万吨/年）,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,annul_production,矿井核定生产能力（万吨/年）,
供应链管理部,供应链管理,dwd_gyl_t_certificates,资质证书表,gas_level,瓦斯等级,,varchar(50),50,,,,ods_sd_t_certificates,资质证书表,gas_level,瓦斯等级,
